sample_name	standardized_name
NA_ced-3	celegans_No_treatment
NA_ced-4	celegans_No_treatment
NA_cep-1	celegans_No_treatment
NA_cku-80	celegans_No_treatment
NA_csb-1	celegans_No_treatment
NA_dna-2	celegans_No_treatment
NA_dog-1	celegans_No_treatment
NA_exo-3	celegans_No_treatment
NA_fan-1	celegans_No_treatment
NA_fcd-2	celegans_No_treatment
NA_fnci-1	celegans_No_treatment
NA_fncm-1	celegans_No_treatment
NA_helq-1	celegans_No_treatment
NA_him-6	celegans_No_treatment
NA_lem-3	celegans_No_treatment
NA_lig-4	celegans_No_treatment
NA_mlh-1	celegans_No_treatment
NA_mrt-2	celegans_No_treatment
NA_mus-81	celegans_No_treatment
NA_ndx-4	celegans_No_treatment
NA_parp-1	celegans_No_treatment
NA_parp-2	celegans_No_treatment
NA_pole-4	celegans_No_treatment
NA_polh-1	celegans_No_treatment
NA_polk-1	celegans_No_treatment
NA_polq-1	celegans_No_treatment
NA_rad-54B-gen(gt3312)	celegans_No_treatment
NA_rad-54B-gen(gt3308)	celegans_No_treatment
NA_rcq-5	celegans_No_treatment
NA_rev-1	celegans_No_treatment
NA_rev-3	celegans_No_treatment
NA_rfs-1	celegans_No_treatment
NA_rif-1	celegans_No_treatment
NA_rip-1	celegans_No_treatment
NA_san-1	celegans_No_treatment
NA_slx-1	celegans_No_treatment
NA_smc-6	celegans_No_treatment
NA_smg-1	celegans_No_treatment
NA_tdp-1	celegans_No_treatment
NA_ung-1	celegans_No_treatment
NA_wildType	celegans_No_treatment
NA_wrn-1	celegans_No_treatment
NA_xpa-1	celegans_No_treatment
NA_xpc-1	celegans_No_treatment
NA_xpf-1	celegans_No_treatment
UVB_control_mus-81	celegans_No_treatment
UVB_control_pole-4	celegans_No_treatment
UVB_control_polh-1	celegans_No_treatment
UVB_control_polk-1	celegans_No_treatment
UVB_control_polq-1	celegans_No_treatment
UVB_control_rev-1	celegans_No_treatment
UVB_control_rev-3	celegans_No_treatment
UVB_control_wildType	celegans_No_treatment
UVB_control_xpc-1	celegans_No_treatment
UVB_control_xpf-1	celegans_No_treatment
UVB_exposed_him-6	celegans_UVB
UVB_exposed_mus-81	celegans_UVB
UVB_exposed_pole-4	celegans_UVB
UVB_exposed_polh-1	celegans_UVB
UVB_exposed_polk-1	celegans_UVB
UVB_exposed_polq-1	celegans_UVB
UVB_exposed_rev-1	celegans_UVB
UVB_exposed_rev-3	celegans_UVB
UVB_exposed_wildType	celegans_UVB
UVB_exposed_xpc-1	celegans_UVB
UVB_exposed_xpf-1	celegans_UVB
Xray_control_brc-1	celegans_No_treatment
Xray_control_lig-4	celegans_No_treatment
Xray_control_wildType	celegans_No_treatment
Xray_exposed_brc-1	celegans_Xray
Xray_exposed_lig-4	celegans_Xray
Xray_exposed_wildType	celegans_Xray
Control	celegans_No_treatment
PFDA	celegans_PFDA
PFNA	celegans_PFNA
CX-5461_NO_UVA_Celegans	celegans_CX-5461
CX-5461_UVA_Celegans	celegans_CX-5461_UVA
No_Treatment_TMP_UVA200J	celegans_No_treatment
Liver_Diethylnitrosamine__Exome_Dystal_node	Mouse_Liver_Diethylnitrosamine
Liver_Diethylnitrosamine__Exome_Hepatocellular_Carcinoma	Mouse_Liver_Diethylnitrosamine
Lung_N-methyl-N-nitrosourea__Exome_Lung_Non-Small_Cell_Carcinoma	Mouse_Lung_N-methyl-N-nitrosourea
Lung_N-methyl-N-nitrosourea_KRAS+/-_Exome_Lung_Non-Small_Cell_Carcinoma	Mouse_Lung_N-methyl-N-nitrosourea
Lung_Urethane___Exome_Lung_Non-Small_Cell_Carcinoma	Mouse_Lung_Urethane
Lung_Urethane_KRAS+/-__Exome_Lung_Non-Small_Cell_Carcinoma	Mouse_Lung_Urethane
Liver_Cobalt_metal__Genome	Mouse_Liver_Cobalt_metal
Liver_Primaclone__Genome	Mouse_Liver_Primaclone
Lung_Cobalt_metal__Genome	Mouse_Lung_Cobalt_metal
MEF_N-methyl-N-nitro-nitrosoguanidine__Exome	Mouse_MEF_N-methyl-N-nitro-nitrosoguanidine
"MEF_2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine__Genome"	"Mouse_MEF_2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine"
BEAS-2B_4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone__Genome	Human_BEAS-2B_4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone
BEAS-2B_Methylnitronitrosoguanidine__Genome	Human_BEAS-2B_N-methyl-N-nitro-nitrosoguanidine
HEK293T_Styrene_Oxide__Genome	Human_HEK293T_Styrene_Oxide
"iPSC_1,4-BenzoquiNone__Genome"	"Human_iPSC_1,4-Benzoquinone"
"iPSC_2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine_S9_Genome"	"Human_iPSC_2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine"
"iPSC_2-amino-3-methyl-9H-pyrido[2,3-b]indole__Genome"	"Human_iPSC_2-amino-3-methyl-9H-pyrido[2,3-b]indole"
"iPSC_2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline__Genome"	"Human_iPSC_2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline"
"iPSC_2,6-dimethylaniline__Genome"	"Human_iPSC_2,6-dimethylaniline"
"iPSC_2,6-dimethylaniline_S9_Genome"	"Human_iPSC_2,6-dimethylaniline"
"iPSC_4,4'-Methylene(2-chloroaniline)__Genome"	"Human_iPSC_4,4'-Methylene(2-chloroaniline)"
"iPSC_4,4'-Methylene(2-chloroaniline)_S9_Genome"	"Human_iPSC_4,4'-Methylene(2-chloroaniline)"
iPSC_Bleomycin__Genome	Human_iPSC_Bleomycin
iPSC_Cadmium_chloride__Genome	Human_iPSC_Cadmium_chloride
"iPSC_Dibenz(a,j)acridine_S9_Genome"	"Human_iPSC_Dibenz(a,j)acridine"
"iPSC_Dibenz[a,h]anthracene-diol_epoxide__Genome"	"Human_iPSC_Dibenz[a,h]anthracene-diol_epoxide"
iPSC_Mechlorethamine__Genome	Human_iPSC_Mechlorethamine
iPSC_N-Ethyl-N-nitrosourea__Genome	Human_iPSC_N-ethyl-N-nitrosourea
iPSC_N-methyl-N'-nitro-nitrosoguanidine__Genome	Human_iPSC_N-methyl-N-nitro-nitrosoguanidine
iPSC_N-Methyl-N-nitrosourea__Genome	Human_iPSC_N-methyl-N-nitrosourea
iPSC_o-Anisidine__Genome	Human_iPSC_o-Anisidine
iPSC_o-Anisidine_S9_Genome	Human_iPSC_o-Anisidine
iPSC_Propylene_oxide__Genome	Human_iPSC_Propylene_oxide
iPSC_Semustine__Genome	Human_iPSC_Semustine
iPSC_Semustine_S9_Genome	Human_iPSC_Semustine
iPSC_Styrene_Oxide__Genome	Human_iPSC_Styrene_Oxide
"TK6_4,4'-Dichlorodiphenyltrichloroethane__Genome"	"Human_TK6_4,4'-Dichlorodiphenyltrichloroethane"
TK6_Dieldrin__Genome	Human_TK6_Dieldrin
Brain_N-ethyl-N-nitrosourea_Genome	Rat_Brain_N-ethyl-N-nitrosourea
Mechlorethamine_exposed_fan-1	celegans_Mechlorethamine
Mechlorethamine_exposed_fcd-2	celegans_Mechlorethamine
Mechlorethamine_exposed_wildType	celegans_Mechlorethamine
PFOA	celegans_PFOA
PFOS	celegans_PFOS
atm-1_xpc-1_TMP_UVA200J	celegans_TMP_UVA200J
ced-4_TMP_UVA200J	celegans_TMP_UVA200J
cku-80_TMP_UVA200J	celegans_TMP_UVA200J
pcn-1_TMP_UVA200J	celegans_TMP_UVA200J
WildType_TMP_UVA200J	celegans_TMP_UVA200J
wrn-1_TMP_UVA200J	celegans_TMP_UVA200J
